"tailnum","year","type","manufacturer","model","engines","seats","speed","engine"
"N727YX",2015,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N728SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N728YX",2015,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N729SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N729YX",2015,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N730SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N730US",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N731SA",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N731YX",2015,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N73276",2002,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N73283",2004,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N73299",2005,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N732SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N732US",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N732YX",2015,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N733SA",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N733YX",2016,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N734SA",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N735SA",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N736YX",2016,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N737JW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N737US",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N738CB",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N738US",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N739YX",2016,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N740UW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N741UW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N741YX",2017,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N742PS",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N742YX",2017,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N744P",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N744SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N745SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N745VJ",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N746SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N746UW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N746YX",2017,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N747SA",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N747UW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N747YX",2017,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N748SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N748UW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N749SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N749US",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N749YX",2017,"Fixed wing multi engine","EMBRAER","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N750SA",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N750UW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N750YX",2017,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N751SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N751UW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N752SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N752YX",2017,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N75435",2009,"Fixed wing multi engine","BOEING","737-924ER",2,191,0,"Turbo-fan"
"N75436",2009,"Fixed wing multi engine","BOEING","737-924ER",2,191,0,"Turbo-fan"
"N754SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N754UW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N755SA",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N756US",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N757LV",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N757UW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N758SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N758US",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N760SW",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N760US",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N76269",2001,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N762SW",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N762US",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N763SW",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N764US",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N76504",2006,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N765SW",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N766US",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N767SW",NA,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N769SW",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N7702A",2004,"Fixed wing multi engine","BOEING","737-7BD",2,149,0,"Turbo-fan"
"N7704B",2004,"Fixed wing multi engine","BOEING","737-7BD",2,149,0,"Turbo-fan"
"N770UW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N7713A",2005,"Fixed wing multi engine","BOEING","737-7BD",2,149,0,"Turbo-fan"
"N7715E",2005,"Fixed wing multi engine","BOEING","737-7BD",2,149,0,"Turbo-fan"
"N771XF",2003,"Fixed wing multi engine","AIRBUS","A319-112",2,100,0,"Turbo-fan"
"N7720F",2006,"Fixed wing multi engine","BOEING","737-7BD",2,149,0,"Turbo-fan"
"N7722B",2006,"Fixed wing multi engine","BOEING","737-76N",2,149,0,"Turbo-fan"
"N7724A",2009,"Fixed wing multi engine","BOEING","737-7BD",2,149,0,"Turbo-fan"
"N77258",2000,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N7725A",2006,"Fixed wing multi engine","BOEING","737-76N",2,149,0,"Turbo-fan"
"N77261",2001,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N7726A",2006,"Fixed wing multi engine","BOEING","737-7BD",2,149,0,"Turbo-fan"
"N7727A",2006,"Fixed wing multi engine","BOEING","737-76N",2,149,0,"Turbo-fan"
"N7728D",2006,"Fixed wing multi engine","BOEING","737-7BD",2,149,0,"Turbo-fan"
"N7729A",2006,"Fixed wing multi engine","BOEING","737-76N",2,149,0,"Turbo-fan"
"N772XF",2003,"Fixed wing multi engine","AIRBUS","A319-112",2,100,0,"Turbo-fan"
"N7730A",2006,"Fixed wing multi engine","BOEING","737-7BD",2,149,0,"Turbo-fan"
"N7731A",2006,"Fixed wing multi engine","BOEING","737-76N",2,149,0,"Turbo-fan"
"N7732A",2006,"Fixed wing multi engine","BOEING","737-7BD",2,149,0,"Turbo-fan"
"N7733B",2006,"Fixed wing multi engine","BOEING","737-76N",2,149,0,"Turbo-fan"
"N7734H",2006,"Fixed wing multi engine","BOEING","737-7BD",2,149,0,"Turbo-fan"
"N7735A",2006,"Fixed wing multi engine","BOEING","737-7BD",2,149,0,"Turbo-fan"
"N7736A",2006,"Fixed wing multi engine","BOEING","737-7BD",2,149,0,"Turbo-fan"
"N7737E",2006,"Fixed wing multi engine","BOEING","737-7BD",2,149,0,"Turbo-fan"
"N7738A",2006,"Fixed wing multi engine","BOEING","737-7BD",2,149,0,"Turbo-fan"
"N7739A",2006,"Fixed wing multi engine","BOEING","737-7BD",2,149,0,"Turbo-fan"
"N773SA",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N7740A",2007,"Fixed wing multi engine","BOEING","737-7BD",2,149,0,"Turbo-fan"
"N7741C",2007,"Fixed wing multi engine","BOEING","737-7BD",2,149,0,"Turbo-fan"
"N7742B",2007,"Fixed wing multi engine","BOEING","737-7BD",2,149,0,"Turbo-fan"
"N7743B",2008,"Fixed wing multi engine","BOEING","737-7BD",2,149,0,"Turbo-fan"
"N7744A",2007,"Fixed wing multi engine","BOEING","737-7BD",2,149,0,"Turbo-fan"
"N7745A",2007,"Fixed wing multi engine","BOEING","737-7BD",2,149,0,"Turbo-fan"
"N7746C",2007,"Fixed wing multi engine","BOEING","737-7BD",2,149,0,"Turbo-fan"
"N7747C",2007,"Fixed wing multi engine","BOEING","737-7BD",2,149,0,"Turbo-fan"
"N7748A",2007,"Fixed wing multi engine","BOEING","737-7BD",2,149,0,"Turbo-fan"
"N7749B",2009,"Fixed wing multi engine","BOEING","737-7BD",2,149,0,"Turbo-fan"
"N774XF",2003,"Fixed wing multi engine","AIRBUS","A319-112",2,100,0,"Turbo-fan"
"N7750A",2008,"Fixed wing multi engine","BOEING","737-7BD",2,149,0,"Turbo-fan"
"N77510",2008,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N7751A",2008,"Fixed wing multi engine","BOEING","737-7BD",2,149,0,"Turbo-fan"
"N77520",2010,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N7752B",2008,"Fixed wing multi engine","BOEING","737-7BD",2,149,0,"Turbo-fan"
"N77537",2016,"Fixed wing multi engine","BOEING","737-800",2,189,0,"Turbo-fan"
"N775DE",2013,"Fixed wing multi engine","BOEING","737-8EH",2,189,0,"Turbo-fan"
"N776DE",2013,"Fixed wing multi engine","BOEING","737-8EH",2,189,0,"Turbo-fan"
"N776XF",2004,"Fixed wing multi engine","AIRBUS","A319-112",2,100,0,"Turbo-fan"
"N7811F",2001,"Fixed wing multi engine","BOEING","737-76N",2,149,0,"Turbo-fan"
"N7812G",NA,"Fixed wing multi engine","BOEING","737-76N",2,149,0,"Turbo-fan"
"N7813P",2001,"Fixed wing multi engine","BOEING","737-7K9",2,149,0,"Turbo-fan"
"N7816B",NA,"Fixed wing multi engine","BOEING","737-7L9",2,149,0,"Turbo-fan"
"N7818L",1999,"Fixed wing multi engine","BOEING","737-76N",2,149,0,"Turbo-fan"
"N7819A",2002,"Fixed wing multi engine","BOEING","737-7Q8",2,149,0,"Turbo-fan"
"N781WN",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N7820L",2002,"Fixed wing multi engine","BOEING","737-79P",2,149,0,"Turbo-fan"
"N7822A",2001,"Fixed wing multi engine","BOEING","737-76N",2,149,0,"Turbo-fan"
"N7824A",2001,"Fixed wing multi engine","BOEING","737-7BK",2,149,0,"Turbo-fan"
"N7826B",2003,"Fixed wing multi engine","BOEING","737-79P",2,149,0,"Turbo-fan"
"N7827A",2003,"Fixed wing multi engine","BOEING","737-79P",2,149,0,"Turbo-fan"
"N7828A",2003,"Fixed wing multi engine","BOEING","737-7CT",2,149,0,"Turbo-fan"
"N7829B",2003,"Fixed wing multi engine","BOEING","737-7CT",2,149,0,"Turbo-fan"
"N7830A",NA,"Fixed wing multi engine","BOEING","737-7L9",2,149,0,"Turbo-fan"
"N7831B",2003,"Fixed wing multi engine","BOEING","737-7CT",2,149,0,"Turbo-fan"
"N7832A",2003,"Fixed wing multi engine","BOEING","737-79P",2,149,0,"Turbo-fan"
"N7833A",2003,"Fixed wing multi engine","BOEING","737-79P",2,149,0,"Turbo-fan"
"N7835A",2005,"Fixed wing multi engine","BOEING","737-752",2,149,0,"Turbo-fan"
"N7836A",1999,"Fixed wing multi engine","BOEING","737-7L9",2,149,0,"Turbo-fan"
"N7837A",2003,"Fixed wing multi engine","BOEING","737-752",2,149,0,"Turbo-fan"
"N7838A",2000,"Fixed wing multi engine","BOEING","737-73V",2,149,0,"Turbo-fan"
"N7839A",2001,"Fixed wing multi engine","BOEING","737-73V",2,149,0,"Turbo-fan"
"N7840A",2000,"Fixed wing multi engine","BOEING","737-73V",2,149,0,"Turbo-fan"
"N7841A",2001,"Fixed wing multi engine","BOEING","737-7L9",2,149,0,"Turbo-fan"
"N7842A",2000,"Fixed wing multi engine","BOEING","737-73V",2,149,0,"Turbo-fan"
"N7843A",2006,"Fixed wing multi engine","BOEING","737-752",2,149,0,"Turbo-fan"
"N7844A",2007,"Fixed wing multi engine","BOEING","737-752",2,149,0,"Turbo-fan"
"N7845A",2006,"Fixed wing multi engine","BOEING","737-71B",2,149,0,"Turbo-fan"
"N7846A",2007,"Fixed wing multi engine","BOEING","737-76N",2,149,0,"Turbo-fan"
"N7847A",2005,"Fixed wing multi engine","BOEING","737-752",2,149,0,"Turbo-fan"
"N7848A",2005,"Fixed wing multi engine","BOEING","737-752",2,149,0,"Turbo-fan"
"N7849A",2006,"Fixed wing multi engine","BOEING","737-71B",2,149,0,"Turbo-fan"
"N78506",2006,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N7850B",2001,"Fixed wing multi engine","BOEING","737-7Q8",2,149,0,"Turbo-fan"
"N7851A",2001,"Fixed wing multi engine","BOEING","737-7Q8",2,149,0,"Turbo-fan"
"N7852A",2006,"Fixed wing multi engine","BOEING","737-71B",2,149,0,"Turbo-fan"
"N7853B",2001,"Fixed wing multi engine","BOEING","737-7Q8",2,149,0,"Turbo-fan"
"N7854B",2006,"Fixed wing multi engine","BOEING","737-71B",2,149,0,"Turbo-fan"
"N7855A",2005,"Fixed wing multi engine","BOEING","737-79P",2,149,0,"Turbo-fan"
"N7856A",2001,"Fixed wing multi engine","BOEING","737-7Q8",2,149,0,"Turbo-fan"
"N7857B",2005,"Fixed wing multi engine","BOEING","737-79P",2,149,0,"Turbo-fan"
"N7858A",2005,"Fixed wing multi engine","BOEING","737-79P",2,149,0,"Turbo-fan"
"N7859B",2002,"Fixed wing multi engine","BOEING","737-7Q8",2,149,0,"Turbo-fan"
"N785SW",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N7862A",2005,"Fixed wing multi engine","BOEING","737-79P",2,149,0,"Turbo-fan"
"N7863A",2002,"Fixed wing multi engine","BOEING","737-7Q8",2,149,0,"Turbo-fan"
"N7864B",2001,"Fixed wing multi engine","BOEING","737-7Q8",2,149,0,"Turbo-fan"
"N7865A",2002,"Fixed wing multi engine","BOEING","737-7Q8",2,149,0,"Turbo-fan"
"N7866A",2002,"Fixed wing multi engine","BOEING","737-7Q8",2,149,0,"Turbo-fan"
"N7867A",NA,"Fixed wing multi engine","BOEING","737-7Q8",2,149,0,"Turbo-fan"
"N7868K",2001,"Fixed wing multi engine","BOEING","737-79P",2,149,0,"Turbo-fan"
"N7869A",2006,"Fixed wing multi engine","BOEING","737-79P",2,149,0,"Turbo-fan"
"N7874B",2004,"Fixed wing multi engine","BOEING","737-7Q8",2,149,0,"Turbo-fan"
"N7875A",2004,"Fixed wing multi engine","BOEING","737-7Q8",2,149,0,"Turbo-fan"
"N7876A",2004,"Fixed wing multi engine","BOEING","737-7Q8",2,149,0,"Turbo-fan"
"N7877H",2005,"Fixed wing multi engine","BOEING","737-7Q8",2,149,0,"Turbo-fan"
"N7878A",2005,"Fixed wing multi engine","BOEING","737-7K9",2,149,0,"Turbo-fan"
"N7879A",2005,"Fixed wing multi engine","BOEING","737-7K9",2,149,0,"Turbo-fan"
"N7880D",2007,"Fixed wing multi engine","BOEING","737-7K5",2,151,0,"Turbo-fan"
"N7881A",2008,"Fixed wing multi engine","BOEING","737-7CT",2,149,0,"Turbo-fan"
"N7883A",2001,"Fixed wing multi engine","BOEING","737-76Q",2,149,0,"Turbo-fan"
"N7884G",2001,"Fixed wing multi engine","BOEING","737-76N",2,149,0,"Turbo-fan"
"N7886A",2007,"Fixed wing multi engine","BOEING","737-752",2,149,0,"Turbo-fan"
"N7887A",2007,"Fixed wing multi engine","BOEING","737-752",2,149,0,"Turbo-fan"
"N7888A",2007,"Fixed wing multi engine","BOEING","737-700",2,149,0,"Turbo-fan"
"N7889A",2005,"Fixed wing multi engine","BOEING","737-79L",2,149,0,"Turbo-fan"
"N792SW",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N798SW",1998,"Fixed wing multi engine","BOEING","737-7AD",2,128,0,"Turbo-fan"
"N799SW",NA,"Fixed wing multi engine","BOEING","737-7Q8",2,149,0,"Turbo-fan"
"N8001N",2013,"Fixed wing multi engine","AIRBUS","A319-115",2,147,0,"Turbo-fan"
"N8009T",2013,"Fixed wing multi engine","AIRBUS","A319-115",2,147,0,"Turbo-fan"
"N800AY",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N801AW",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,0,"Turbo-jet"
"N801AY",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N801DZ",2013,"Fixed wing multi engine","BOEING","737-932ER",2,222,0,"Turbo-fan"
"N801NW",2003,"Fixed wing multi engine","AIRBUS","A330-323",2,379,0,"Turbo-fan"
"N8027D",2015,"Fixed wing multi engine","AIRBUS","A319-115",2,147,0,"Turbo-fan"
"N802AW",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,0,"Turbo-jet"
"N802DN",2013,"Fixed wing multi engine","BOEING","737-932ER",2,222,0,"Turbo-fan"
"N802NN",NA,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N802NW",2003,"Fixed wing multi engine","AIRBUS","A330-323",2,379,0,"Turbo-fan"
"N802UA",1997,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,0,"Turbo-jet"
"N8030F",2015,"Fixed wing multi engine","AIRBUS","A319-115",2,147,0,"Turbo-fan"
"N8031M",2015,"Fixed wing multi engine","AIRBUS","A319-115",2,147,0,"Turbo-fan"
"N80348",2016,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N803AW",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,0,"Turbo-jet"
"N803DN",2013,"Fixed wing multi engine","BOEING","737-932ER",2,222,0,"Turbo-fan"
"N803NW",2003,"Fixed wing multi engine","AIRBUS","A330-323",2,379,0,"Turbo-fan"
"N804AW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,0,"Turbo-jet"
"N804DN",2013,"Fixed wing multi engine","BOEING","737-932ER",2,222,0,"Turbo-fan"
"N804NW",2003,"Fixed wing multi engine","AIRBUS","A330-323",2,379,0,"Turbo-fan"
"N805AW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,0,"Turbo-jet"
"N805DN",2013,"Fixed wing multi engine","BOEING","737-932ER",2,222,0,"Turbo-fan"
"N805NN",2009,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N805NW",2003,"Fixed wing multi engine","AIRBUS","A330-323",2,379,0,"Turbo-fan"
"N806DN",2013,"Fixed wing multi engine","BOEING","737-932ER",2,222,0,"Turbo-fan"
"N806NW",2004,"Fixed wing multi engine","AIRBUS","A330-323",2,379,0,"Turbo-fan"
"N807AW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,0,"Turbo-jet"
"N807DN",2013,"Fixed wing multi engine","BOEING","737-932ER",2,222,0,"Turbo-fan"
"N807NW",2004,"Fixed wing multi engine","AIRBUS","A330-323",2,379,0,"Turbo-fan"
"N808AW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,0,"Turbo-jet"
"N808DN",2013,"Fixed wing multi engine","BOEING","737-932ER",2,222,0,"Turbo-fan"
"N808NN",NA,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N808NW",2004,"Fixed wing multi engine","AIRBUS","A330-323",2,379,0,"Turbo-fan"
"N809AW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,0,"Turbo-jet"
"N809DN",2013,"Fixed wing multi engine","BOEING","737-932ER",2,222,0,"Turbo-fan"
"N809NN",2009,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N809NW",2005,"Fixed wing multi engine","AIRBUS","A330-323",2,379,0,"Turbo-fan"
"N810AW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,0,"Turbo-jet"
"N810DN",2013,"Fixed wing multi engine","BOEING","737-932ER",2,222,0,"Turbo-fan"
"N810NW",2005,"Fixed wing multi engine","AIRBUS","A330-323",2,379,0,"Turbo-fan"
"N810UA",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,0,"Turbo-jet"
"N811DZ",2013,"Fixed wing multi engine","BOEING","737-932ER",2,222,0,"Turbo-fan"
"N811NN",2009,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N811NW",2005,"Fixed wing multi engine","AIRBUS","A330-323",2,379,0,"Turbo-fan"
"N812DN",2013,"Fixed wing multi engine","BOEING","737-932ER",2,222,0,"Turbo-fan"
"N812NN",2009,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N812NW",2006,"Fixed wing multi engine","AIRBUS","A330-323",2,379,0,"Turbo-fan"
"N813AW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,0,"Turbo-jet"
"N813DN",2014,"Fixed wing multi engine","BOEING","737-932ER",2,222,0,"Turbo-fan"
"N813NN",2009,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N813UA",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,0,"Turbo-jet"
"N814AW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,0,"Turbo-jet"
"N814DN",2014,"Fixed wing multi engine","BOEING","737-932ER",2,222,0,"Turbo-fan"
"N814NN",2009,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N814NW",2006,"Fixed wing multi engine","AIRBUS","A330-323",2,379,0,"Turbo-fan"
"N814UA",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,0,"Turbo-jet"
"N815AW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,0,"Turbo-jet"
"N815DN",2014,"Fixed wing multi engine","BOEING","737-932ER",2,222,0,"Turbo-fan"
"N815NW",2007,"Fixed wing multi engine","AIRBUS","A330-323",2,379,0,"Turbo-fan"
"N816AW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,0,"Turbo-jet"
"N816DN",2014,"Fixed wing multi engine","BOEING","737-932ER",2,222,0,"Turbo-fan"
"N816NW",2007,"Fixed wing multi engine","AIRBUS","A330-323",2,379,0,"Turbo-fan"
"N816UA",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,0,"Turbo-jet"
"N817DN",2014,"Fixed wing multi engine","BOEING","737-932ER",2,222,0,"Turbo-fan"
"N817NW",2007,"Fixed wing multi engine","AIRBUS","A330-323",2,379,0,"Turbo-fan"
"N818AW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,0,"Turbo-jet"
"N818DA",2014,"Fixed wing multi engine","BOEING","737-932ER",2,222,0,"Turbo-fan"
"N818NN",2009,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N818NW",2007,"Fixed wing multi engine","AIRBUS","A330-323",2,379,0,"Turbo-fan"
"N818UA",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,0,"Turbo-jet"
"N819AW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,0,"Turbo-jet"
"N819AY",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N819DN",2014,"Fixed wing multi engine","BOEING","737-932ER",2,222,0,"Turbo-fan"
"N819DX",2004,"Fixed wing multi engine","BOEING","757-26D",2,178,0,"Turbo-fan"
"N819NN",2009,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N819NW",2007,"Fixed wing multi engine","AIRBUS","A330-323",2,379,0,"Turbo-fan"
"N820AW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,0,"Turbo-jet"
"N820AY",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N820DN",2014,"Fixed wing multi engine","BOEING","737-932ER",2,222,0,"Turbo-fan"
"N820DX",2004,"Fixed wing multi engine","BOEING","757-26D",2,178,0,"Turbo-fan"
"N820NN",2009,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
