"year","month","day","dep_time","sched_dep_time","dep_delay","arr_time","sched_arr_time","arr_delay","carrier","flight","tailnum","origin","dest","air_time","distance","hour","minute","time_hour","flight_path"
2020,1,1,601,600,1,850,901,-11,"DL",660,"N329NW","DFW","ATL",83,731,6,0,2020-01-01 06:00:00,"DFW_ATL"
2020,1,1,630,630,0,905,930,-25,"WN",1935,"N7734H","DAL","ATL",81,721,6,30,2020-01-01 06:00:00,"DAL_ATL"
2020,1,1,652,700,-8,932,1004,-32,"DL",853,"N957AT","DAL","ATL",85,721,7,0,2020-01-01 07:00:00,"DAL_ATL"
2020,1,1,654,700,-6,951,1006,-15,"DL",684,"N337DN","DFW","ATL",86,731,7,0,2020-01-01 07:00:00,"DFW_ATL"
2020,1,1,705,710,-5,946,1020,-34,"NK",379,"N656NK","DFW","ATL",81,731,7,10,2020-01-01 07:00:00,"DFW_ATL"
2020,1,1,800,805,-5,1039,1106,-27,"DL",589,"N397DN","DFW","ATL",85,731,8,5,2020-01-01 08:00:00,"DFW_ATL"
2020,1,1,833,839,-6,1134,1143,-9,"AA",466,"N827AW","DFW","ATL",84,731,8,39,2020-01-01 08:00:00,"DFW_ATL"
2020,1,1,1010,935,35,1252,1240,12,"WN",629,"N8571Z","DAL","ATL",85,721,9,35,2020-01-01 09:00:00,"DAL_ATL"
2020,1,1,1018,1020,-2,1326,1323,3,"AA",441,"N921AN","DFW","ATL",91,731,10,20,2020-01-01 10:00:00,"DFW_ATL"
2020,1,1,1118,1115,3,1405,1420,-15,"DL",802,"N379DN","DFW","ATL",88,731,11,15,2020-01-01 11:00:00,"DFW_ATL"
2020,1,1,1208,1120,48,1452,1420,32,"DL",285,"N993AT","DAL","ATL",86,721,11,20,2020-01-01 11:00:00,"DAL_ATL"
2020,1,1,1246,1236,10,1527,1543,-16,"AA",792,"N957NN","DFW","ATL",88,731,12,36,2020-01-01 12:00:00,"DFW_ATL"
2020,1,1,1425,1355,30,1704,1700,4,"WN",1897,"N7888A","DAL","ATL",85,721,13,55,2020-01-01 13:00:00,"DAL_ATL"
2020,1,1,1520,1520,0,1813,1824,-11,"DL",417,"N392DN","DFW","ATL",86,731,15,20,2020-01-01 15:00:00,"DFW_ATL"
2020,1,1,1606,1610,-4,1853,1916,-23,"AA",130,"N969NN","DFW","ATL",89,731,16,10,2020-01-01 16:00:00,"DFW_ATL"
2020,1,1,1703,1653,10,1950,2003,-13,"AA",850,"N931NN","DFW","ATL",86,731,16,53,2020-01-01 16:00:00,"DFW_ATL"
2020,1,1,1717,1723,-6,2003,2024,-21,"DL",752,"N608AT","DAL","ATL",87,721,17,23,2020-01-01 17:00:00,"DAL_ATL"
2020,1,1,1721,1729,-8,2014,2030,-16,"DL",26,"N318DX","DFW","ATL",87,731,17,29,2020-01-01 17:00:00,"DFW_ATL"
2020,1,1,1824,1820,4,2100,2115,-15,"WN",1833,"N958WN","DAL","ATL",83,721,18,20,2020-01-01 18:00:00,"DAL_ATL"
2020,1,1,1847,1852,-5,2137,2203,-26,"AA",705,"N909AN","DFW","ATL",89,731,18,52,2020-01-01 18:00:00,"DFW_ATL"
2020,1,1,2145,2049,56,35,2358,37,"AA",1001,"N137AA","DFW","ATL",88,731,20,49,2020-01-01 20:00:00,"DFW_ATL"
2020,1,1,2156,2155,1,38,50,-12,"WN",1890,"N552WN","DAL","ATL",85,721,21,55,2020-01-01 21:00:00,"DAL_ATL"
2020,1,2,558,600,-2,902,901,1,"DL",660,"N347NW","DFW","ATL",87,731,6,0,2020-01-02 06:00:00,"DFW_ATL"
2020,1,2,604,605,-1,856,905,-9,"WN",635,"N8655D","DAL","ATL",92,721,6,5,2020-01-02 06:00:00,"DAL_ATL"
2020,1,2,643,645,-2,949,952,-3,"NK",75,"N625NK","DFW","ATL",92,731,6,45,2020-01-02 06:00:00,"DFW_ATL"
2020,1,2,653,700,-7,940,1004,-24,"DL",853,"N923AT","DAL","ATL",86,721,7,0,2020-01-02 07:00:00,"DAL_ATL"
2020,1,2,701,700,1,950,1006,-16,"DL",684,"N364DX","DFW","ATL",87,731,7,0,2020-01-02 07:00:00,"DFW_ATL"
2020,1,2,706,709,-3,956,1018,-22,"AA",994,"N154AA","DFW","ATL",88,731,7,9,2020-01-02 07:00:00,"DFW_ATL"
2020,1,2,809,805,4,1108,1109,-1,"DL",589,"N922DX","DFW","ATL",100,731,8,5,2020-01-02 08:00:00,"DFW_ATL"
2020,1,2,841,839,2,1140,1143,-3,"AA",466,"N831AW","DFW","ATL",92,731,8,39,2020-01-02 08:00:00,"DFW_ATL"
2020,1,2,921,915,6,1204,1220,-16,"WN",905,"N7743B","DAL","ATL",86,721,9,15,2020-01-02 09:00:00,"DAL_ATL"
2020,1,2,947,945,2,1232,1242,-10,"DL",417,"N348DN","DFW","ATL",88,731,9,45,2020-01-02 09:00:00,"DFW_ATL"
2020,1,2,1015,1020,-5,1310,1323,-13,"AA",441,"N918AN","DFW","ATL",88,731,10,20,2020-01-02 10:00:00,"DFW_ATL"
2020,1,2,1103,1105,-2,1401,1411,-10,"DL",802,"N312US","DFW","ATL",91,731,11,5,2020-01-02 11:00:00,"DFW_ATL"
2020,1,2,1124,1120,4,1425,1420,5,"DL",285,"N988AT","DAL","ATL",89,721,11,20,2020-01-02 11:00:00,"DAL_ATL"
2020,1,2,1232,1236,-4,1531,1543,-12,"AA",792,"N916NN","DFW","ATL",89,731,12,36,2020-01-02 12:00:00,"DFW_ATL"
2020,1,2,1326,1308,18,1621,1604,17,"DL",775,"N368NW","DFW","ATL",91,731,13,8,2020-01-02 13:00:00,"DFW_ATL"
2020,1,2,1327,1335,-8,1616,1640,-24,"WN",901,"N213WN","DAL","ATL",89,721,13,35,2020-01-02 13:00:00,"DAL_ATL"
2020,1,2,1455,1459,-4,1749,1759,-10,"DL",286,"N924AT","DAL","ATL",89,721,14,59,2020-01-02 14:00:00,"DAL_ATL"
2020,1,2,1517,1520,-3,1815,1824,-9,"DL",345,"N366DX","DFW","ATL",94,731,15,20,2020-01-02 15:00:00,"DFW_ATL"
2020,1,2,1610,1540,30,1911,1843,28,"AA",130,"N985NN","DFW","ATL",94,731,15,40,2020-01-02 15:00:00,"DFW_ATL"
2020,1,2,1655,1659,-4,1945,2009,-24,"AA",850,"N932AN","DFW","ATL",88,731,16,59,2020-01-02 16:00:00,"DFW_ATL"
2020,1,2,1719,1712,7,2018,2014,4,"DL",298,"N988AT","DAL","ATL",95,721,17,12,2020-01-02 17:00:00,"DAL_ATL"
2020,1,2,1719,1625,54,2016,1930,46,"WN",402,"N7745A","DAL","ATL",94,721,16,25,2020-01-02 16:00:00,"DAL_ATL"
2020,1,2,1721,1729,-8,2026,2030,-4,"DL",26,"N363DN","DFW","ATL",95,731,17,29,2020-01-02 17:00:00,"DFW_ATL"
2020,1,2,1822,1820,2,2119,2115,4,"WN",778,"N225WN","DAL","ATL",90,721,18,20,2020-01-02 18:00:00,"DAL_ATL"
2020,1,2,1848,1852,-4,2152,2203,-11,"AA",705,"N874NN","DFW","ATL",90,731,18,52,2020-01-02 18:00:00,"DFW_ATL"
2020,1,2,1923,1905,18,2220,2212,8,"DL",642,"N368NW","DFW","ATL",87,731,19,5,2020-01-02 19:00:00,"DFW_ATL"
2020,1,2,2103,2049,14,2400,2358,2,"AA",1001,"N166NN","DFW","ATL",89,731,20,49,2020-01-02 20:00:00,"DFW_ATL"
2020,1,2,2238,2225,13,115,115,0,"WN",330,"N931WN","DAL","ATL",84,721,22,25,2020-01-02 22:00:00,"DAL_ATL"
2020,1,3,558,600,-2,858,901,-3,"DL",660,"N364NW","DFW","ATL",90,731,6,0,2020-01-03 06:00:00,"DFW_ATL"
2020,1,3,602,605,-3,1200,905,NA,"WN",635,"N8698B","DAL","ATL",NA,721,6,5,2020-01-03 06:00:00,"DAL_ATL"
2020,1,3,656,700,-4,1152,1004,NA,"DL",853,"N966AT","DAL","ATL",NA,721,7,0,2020-01-03 07:00:00,"DAL_ATL"
2020,1,3,657,700,-3,1027,1006,21,"DL",684,"N328DN","DFW","ATL",130,731,7,0,2020-01-03 07:00:00,"DFW_ATL"
2020,1,3,704,710,-6,1029,1020,9,"NK",379,"N613NK","DFW","ATL",102,731,7,10,2020-01-03 07:00:00,"DFW_ATL"
2020,1,3,712,709,3,1107,1018,49,"AA",994,"N140AN","DFW","ATL",132,731,7,9,2020-01-03 07:00:00,"DFW_ATL"
2020,1,3,801,805,-4,1104,1106,-2,"DL",589,"N357DN","DFW","ATL",97,731,8,5,2020-01-03 08:00:00,"DFW_ATL"
2020,1,3,838,839,-1,1200,1143,17,"AA",466,"N833AW","DFW","ATL",94,731,8,39,2020-01-03 08:00:00,"DFW_ATL"
2020,1,3,914,915,-1,1207,1220,-13,"WN",905,"N7712G","DAL","ATL",92,721,9,15,2020-01-03 09:00:00,"DAL_ATL"
2020,1,3,1014,1020,-6,1309,1323,-14,"AA",441,"N914AN","DFW","ATL",91,731,10,20,2020-01-03 10:00:00,"DFW_ATL"
2020,1,3,1026,945,41,1316,1242,34,"DL",417,"N368DN","DFW","ATL",95,731,9,45,2020-01-03 09:00:00,"DFW_ATL"
2020,1,3,1204,1105,59,1458,1411,47,"DL",802,"N329NW","DFW","ATL",97,731,11,5,2020-01-03 11:00:00,"DFW_ATL"
2020,1,3,1245,1120,85,1537,1420,77,"DL",285,"N979AT","DAL","ATL",91,721,11,20,2020-01-03 11:00:00,"DAL_ATL"
2020,1,3,1252,1236,16,1551,1543,8,"AA",792,"N981NN","DFW","ATL",95,731,12,36,2020-01-03 12:00:00,"DFW_ATL"
2020,1,3,1311,1308,3,1603,1604,-1,"DL",775,"N364NW","DFW","ATL",96,731,13,8,2020-01-03 13:00:00,"DFW_ATL"
2020,1,3,1331,1335,-4,1646,1640,6,"WN",901,"N496WN","DAL","ATL",94,721,13,35,2020-01-03 13:00:00,"DAL_ATL"
2020,1,3,1451,1459,-8,1755,1759,-4,"DL",286,"N992AT","DAL","ATL",93,721,14,59,2020-01-03 14:00:00,"DAL_ATL"
2020,1,3,1527,1520,7,1834,1824,10,"DL",345,"N303DN","DFW","ATL",94,731,15,20,2020-01-03 15:00:00,"DFW_ATL"
2020,1,3,1624,1540,44,1927,1843,44,"AA",130,"N933AN","DFW","ATL",97,731,15,40,2020-01-03 15:00:00,"DFW_ATL"
2020,1,3,1632,1625,7,1922,1930,-8,"WN",402,"N752SW","DAL","ATL",92,721,16,25,2020-01-03 16:00:00,"DAL_ATL"
2020,1,3,1712,1712,0,2004,2014,-10,"DL",298,"N939AT","DAL","ATL",90,721,17,12,2020-01-03 17:00:00,"DAL_ATL"
2020,1,3,1725,1729,-4,2017,2030,-13,"DL",26,"N353DN","DFW","ATL",90,731,17,29,2020-01-03 17:00:00,"DFW_ATL"
2020,1,3,1814,1653,81,2059,2003,56,"AA",850,"N925AN","DFW","ATL",89,731,16,53,2020-01-03 16:00:00,"DFW_ATL"
2020,1,3,1820,1820,0,2106,2115,-9,"WN",778,"N557WN","DAL","ATL",90,721,18,20,2020-01-03 18:00:00,"DAL_ATL"
2020,1,3,1848,1852,-4,2153,2203,-10,"AA",705,"N967AN","DFW","ATL",94,731,18,52,2020-01-03 18:00:00,"DFW_ATL"
2020,1,3,1945,1905,40,2230,2212,18,"DL",642,"N320US","DFW","ATL",88,731,19,5,2020-01-03 19:00:00,"DFW_ATL"
2020,1,3,2059,2049,10,2,2358,4,"AA",1001,"N148AN","DFW","ATL",95,731,20,49,2020-01-03 20:00:00,"DFW_ATL"
2020,1,3,2312,2225,47,158,115,43,"WN",330,"N272WN","DAL","ATL",92,721,22,25,2020-01-03 22:00:00,"DAL_ATL"
2020,1,4,604,600,4,909,859,10,"DL",660,"N333NW","DFW","ATL",104,731,6,0,2020-01-04 06:00:00,"DFW_ATL"
2020,1,4,654,700,-6,955,1004,-9,"DL",853,"N939AT","DAL","ATL",95,721,7,0,2020-01-04 07:00:00,"DAL_ATL"
2020,1,4,701,700,1,1006,1006,0,"DL",684,"N388DN","DFW","ATL",90,731,7,0,2020-01-04 07:00:00,"DFW_ATL"
2020,1,4,705,709,-4,1029,1018,11,"AA",994,"N931AM","DFW","ATL",90,731,7,9,2020-01-04 07:00:00,"DFW_ATL"
2020,1,4,708,710,-2,1009,1020,-11,"NK",379,"N643NK","DFW","ATL",94,731,7,10,2020-01-04 07:00:00,"DFW_ATL"
2020,1,4,728,700,28,1019,1000,19,"WN",48,"N8303R","DAL","ATL",89,721,7,0,2020-01-04 07:00:00,"DAL_ATL"
2020,1,4,803,805,-2,1052,1109,-17,"DL",884,"N924DN","DFW","ATL",91,731,8,5,2020-01-04 08:00:00,"DFW_ATL"
2020,1,4,835,839,-4,1135,1143,-8,"AA",466,"N831AW","DFW","ATL",95,731,8,39,2020-01-04 08:00:00,"DFW_ATL"
2020,1,4,914,915,-1,1208,1210,-2,"WN",1288,"N8635F","DAL","ATL",93,721,9,15,2020-01-04 09:00:00,"DAL_ATL"
2020,1,4,1019,1020,-1,1315,1323,-8,"AA",441,"N909NN","DFW","ATL",96,731,10,20,2020-01-04 10:00:00,"DFW_ATL"
2020,1,4,1101,1105,-4,1357,1414,-17,"DL",802,"N989DN","DFW","ATL",92,731,11,5,2020-01-04 11:00:00,"DFW_ATL"
2020,1,4,1117,1120,-3,1419,1420,-1,"DL",285,"N967AT","DAL","ATL",99,721,11,20,2020-01-04 11:00:00,"DAL_ATL"
2020,1,4,1302,1308,-6,1550,1607,-17,"DL",775,"N939AT","DFW","ATL",94,731,13,8,2020-01-04 13:00:00,"DFW_ATL"
2020,1,4,1303,1305,-2,1546,1610,-24,"WN",581,"N8688J","DAL","ATL",89,721,13,5,2020-01-04 13:00:00,"DAL_ATL"
2020,1,4,1453,1459,-6,1741,1759,-18,"DL",286,"N937AT","DAL","ATL",91,721,14,59,2020-01-04 14:00:00,"DAL_ATL"
2020,1,4,1515,1520,-5,1803,1824,-21,"DL",417,"N361NB","DFW","ATL",95,731,15,20,2020-01-04 15:00:00,"DFW_ATL"
2020,1,4,1533,1530,3,1823,1825,-2,"WN",1373,"N965WN","DAL","ATL",94,721,15,30,2020-01-04 15:00:00,"DAL_ATL"
2020,1,4,1643,1540,63,1956,1843,73,"AA",130,"N978NN","DFW","ATL",111,731,15,40,2020-01-04 15:00:00,"DFW_ATL"
2020,1,4,1650,1653,-3,2002,2003,-1,"AA",850,"N951AA","DFW","ATL",102,731,16,53,2020-01-04 16:00:00,"DFW_ATL"
2020,1,4,1722,1726,-4,2028,2030,-2,"DL",26,"N971AT","DFW","ATL",110,731,17,26,2020-01-04 17:00:00,"DFW_ATL"
2020,1,4,1844,1852,-8,2147,2203,-16,"AA",705,"N968AN","DFW","ATL",101,731,18,52,2020-01-04 18:00:00,"DFW_ATL"
2020,1,4,1902,1900,2,2150,2155,-5,"WN",1748,"N244WN","DAL","ATL",93,721,19,0,2020-01-04 19:00:00,"DAL_ATL"
2020,1,4,2042,2049,-7,2355,2358,-3,"AA",1001,"N141NN","DFW","ATL",102,731,20,49,2020-01-04 20:00:00,"DFW_ATL"
2020,1,5,557,600,-3,857,901,-4,"DL",660,"N341NW","DFW","ATL",95,731,6,0,2020-01-05 06:00:00,"DFW_ATL"
2020,1,5,559,600,-1,900,855,5,"WN",1196,"N7824A","DAL","ATL",97,721,6,0,2020-01-05 06:00:00,"DAL_ATL"
2020,1,5,647,645,2,946,952,-6,"NK",75,"N653NK","DFW","ATL",93,731,6,45,2020-01-05 06:00:00,"DFW_ATL"
2020,1,5,655,700,-5,954,1004,-10,"DL",853,"N945AT","DAL","ATL",98,721,7,0,2020-01-05 07:00:00,"DAL_ATL"
2020,1,5,657,700,-3,959,1006,-7,"DL",684,"N353DN","DFW","ATL",95,731,7,0,2020-01-05 07:00:00,"DFW_ATL"
2020,1,5,705,709,-4,1009,1018,-9,"AA",994,"N164NN","DFW","ATL",96,731,7,9,2020-01-05 07:00:00,"DFW_ATL"
2020,1,5,802,805,-3,1052,1106,-14,"DL",589,"N330DX","DFW","ATL",93,731,8,5,2020-01-05 08:00:00,"DFW_ATL"
2020,1,5,832,839,-7,1123,1143,-20,"AA",466,"N828AW","DFW","ATL",97,731,8,39,2020-01-05 08:00:00,"DFW_ATL"
2020,1,5,951,945,6,1245,1242,3,"DL",417,"N372DN","DFW","ATL",94,731,9,45,2020-01-05 09:00:00,"DFW_ATL"
2020,1,5,1033,1020,13,1329,1323,6,"AA",441,"N874NN","DFW","ATL",94,731,10,20,2020-01-05 10:00:00,"DFW_ATL"
2020,1,5,1055,1105,-10,1402,1411,-9,"DL",802,"N919DN","DFW","ATL",93,731,11,5,2020-01-05 11:00:00,"DFW_ATL"
2020,1,5,1057,1055,2,1339,1355,-16,"WN",1907,"N500WR","DAL","ATL",89,721,10,55,2020-01-05 10:00:00,"DAL_ATL"
2020,1,5,1115,1120,-5,1412,1420,-8,"DL",285,"N921AT","DAL","ATL",97,721,11,20,2020-01-05 11:00:00,"DAL_ATL"
2020,1,5,1231,1236,-5,1540,1543,-3,"AA",792,"N916NN","DFW","ATL",95,731,12,36,2020-01-05 12:00:00,"DFW_ATL"
2020,1,5,1307,1308,-1,1559,1604,-5,"DL",775,"N354NW","DFW","ATL",95,731,13,8,2020-01-05 13:00:00,"DFW_ATL"
2020,1,5,1408,1345,23,1653,1645,8,"WN",163,"N8531Q","DAL","ATL",91,721,13,45,2020-01-05 13:00:00,"DAL_ATL"
2020,1,5,1501,1459,2,1749,1759,-10,"DL",286,"N893AT","DAL","ATL",92,721,14,59,2020-01-05 14:00:00,"DAL_ATL"
2020,1,5,1518,1520,-2,1816,1824,-8,"DL",345,"N323DN","DFW","ATL",95,731,15,20,2020-01-05 15:00:00,"DFW_ATL"
2020,1,5,1538,1540,-2,1837,1843,-6,"AA",130,"N901AN","DFW","ATL",93,731,15,40,2020-01-05 15:00:00,"DFW_ATL"
2020,1,5,1645,1645,0,1935,1940,-5,"WN",2115,"N786SW","DAL","ATL",91,721,16,45,2020-01-05 16:00:00,"DAL_ATL"
2020,1,5,1655,1659,-4,1952,2009,-17,"AA",850,"N957AN","DFW","ATL",94,731,16,59,2020-01-05 16:00:00,"DFW_ATL"
2020,1,5,1708,1712,-4,2026,2014,12,"DL",298,"N979AT","DAL","ATL",96,721,17,12,2020-01-05 17:00:00,"DAL_ATL"
2020,1,5,1726,1729,-3,2030,2030,0,"DL",26,"N338DN","DFW","ATL",92,731,17,29,2020-01-05 17:00:00,"DFW_ATL"
2020,1,5,1857,1905,-8,2157,2212,-15,"DL",642,"N354NW","DFW","ATL",92,731,19,5,2020-01-05 19:00:00,"DFW_ATL"
2020,1,5,1901,1852,9,2206,2203,3,"AA",705,"N980NN","DFW","ATL",92,731,18,52,2020-01-05 18:00:00,"DFW_ATL"
2020,1,5,1908,1855,13,2201,2155,6,"WN",1562,"N439WN","DAL","ATL",92,721,18,55,2020-01-05 18:00:00,"DAL_ATL"
2020,1,5,2039,2049,-10,2336,2358,-22,"AA",1001,"N992AU","DFW","ATL",92,731,20,49,2020-01-05 20:00:00,"DFW_ATL"
2020,1,5,2213,2200,13,54,100,-6,"WN",500,"N8523W","DAL","ATL",91,721,22,0,2020-01-05 22:00:00,"DAL_ATL"
2020,1,6,543,545,-2,846,848,-2,"DL",660,"N340DN","DFW","ATL",93,731,5,45,2020-01-06 05:00:00,"DFW_ATL"
2020,1,6,602,600,2,852,900,-8,"WN",438,"N8566Z","DAL","ATL",88,721,6,0,2020-01-06 06:00:00,"DAL_ATL"
2020,1,6,640,645,-5,923,952,-29,"DL",684,"N325DN","DFW","ATL",89,731,6,45,2020-01-06 06:00:00,"DFW_ATL"
2020,1,6,652,700,-8,940,1001,-21,"DL",853,"N937AT","DAL","ATL",91,721,7,0,2020-01-06 07:00:00,"DAL_ATL"
2020,1,6,703,709,-6,1002,1018,-16,"AA",994,"N139AN","DFW","ATL",90,731,7,9,2020-01-06 07:00:00,"DFW_ATL"
2020,1,6,704,710,-6,955,1020,-25,"NK",379,"N605NK","DFW","ATL",90,731,7,10,2020-01-06 07:00:00,"DFW_ATL"
2020,1,6,818,820,-2,1103,1120,-17,"WN",1921,"N213WN","DAL","ATL",90,721,8,20,2020-01-06 08:00:00,"DAL_ATL"
2020,1,6,818,825,-7,1110,1124,-14,"DL",589,"N367DN","DFW","ATL",87,731,8,25,2020-01-06 08:00:00,"DFW_ATL"
2020,1,6,852,839,13,1155,1143,12,"AA",466,"N828AW","DFW","ATL",90,731,8,39,2020-01-06 08:00:00,"DFW_ATL"
2020,1,6,956,956,0,1246,1259,-13,"DL",417,"N348DN","DFW","ATL",91,731,9,56,2020-01-06 09:00:00,"DFW_ATL"
2020,1,6,958,1005,-7,1254,1307,-13,"DL",391,"N945AT","DAL","ATL",94,721,10,5,2020-01-06 10:00:00,"DAL_ATL"
2020,1,6,1022,1020,2,1306,1323,-17,"AA",441,"N974AN","DFW","ATL",88,731,10,20,2020-01-06 10:00:00,"DFW_ATL"
2020,1,6,1052,1050,2,1335,1350,-15,"WN",465,"N425LV","DAL","ATL",90,721,10,50,2020-01-06 10:00:00,"DAL_ATL"
2020,1,6,1122,1121,1,1405,1431,-26,"DL",802,"N370DN","DFW","ATL",89,731,11,21,2020-01-06 11:00:00,"DFW_ATL"
2020,1,6,1239,1236,3,1541,1543,-2,"AA",792,"N952NN","DFW","ATL",88,731,12,36,2020-01-06 12:00:00,"DFW_ATL"
2020,1,6,1324,1325,-1,1606,1626,-20,"DL",775,"N395DZ","DFW","ATL",87,731,13,25,2020-01-06 13:00:00,"DFW_ATL"
2020,1,6,1336,1338,-2,1618,1636,-18,"DL",503,"N344NW","DAL","ATL",88,721,13,38,2020-01-06 13:00:00,"DAL_ATL"
2020,1,6,1354,1355,-1,1634,1655,-21,"WN",444,"N8305E","DAL","ATL",85,721,13,55,2020-01-06 13:00:00,"DAL_ATL"
2020,1,6,1514,1510,4,1800,1812,-12,"DL",382,"N381DZ","DFW","ATL",86,731,15,10,2020-01-06 15:00:00,"DFW_ATL"
2020,1,6,1559,1555,4,1846,1900,-14,"DL",701,"N950AT","DAL","ATL",88,721,15,55,2020-01-06 15:00:00,"DAL_ATL"
2020,1,6,1604,1540,24,1902,1843,19,"AA",130,"N950AN","DFW","ATL",89,731,15,40,2020-01-06 15:00:00,"DFW_ATL"
2020,1,6,1649,1659,-10,2000,2009,-9,"AA",850,"N930NN","DFW","ATL",88,731,16,59,2020-01-06 16:00:00,"DFW_ATL"
2020,1,6,1724,1724,0,2017,2029,-12,"DL",26,"N334DN","DFW","ATL",90,731,17,24,2020-01-06 17:00:00,"DFW_ATL"
2020,1,6,1750,1745,5,2036,2045,-9,"WN",691,"N7851A","DAL","ATL",90,721,17,45,2020-01-06 17:00:00,"DAL_ATL"
2020,1,6,1830,1840,-10,2118,2144,-26,"DL",867,"N965AT","DAL","ATL",90,721,18,40,2020-01-06 18:00:00,"DAL_ATL"
2020,1,6,1847,1852,-5,2140,2203,-23,"AA",705,"N928AN","DFW","ATL",88,731,18,52,2020-01-06 18:00:00,"DFW_ATL"
2020,1,6,1922,1930,-8,2204,2235,-31,"DL",642,"N383DZ","DFW","ATL",83,731,19,30,2020-01-06 19:00:00,"DFW_ATL"
2020,1,6,2045,2049,-4,2332,2358,-26,"AA",1001,"N162AA","DFW","ATL",84,731,20,49,2020-01-06 20:00:00,"DFW_ATL"
2020,1,6,2105,2115,-10,2349,10,-21,"WN",531,"N726SW","DAL","ATL",88,721,21,15,2020-01-06 21:00:00,"DAL_ATL"
2020,1,7,540,545,-5,840,848,-8,"DL",660,"N328DN","DFW","ATL",97,731,5,45,2020-01-07 05:00:00,"DFW_ATL"
2020,1,7,556,600,-4,853,900,-7,"WN",438,"N8522P","DAL","ATL",93,721,6,0,2020-01-07 06:00:00,"DAL_ATL"
2020,1,7,654,700,-6,952,958,-6,"DL",853,"N354NW","DAL","ATL",88,721,7,0,2020-01-07 07:00:00,"DAL_ATL"
2020,1,7,656,700,-4,954,1007,-13,"DL",684,"N339DN","DFW","ATL",92,731,7,0,2020-01-07 07:00:00,"DFW_ATL"
2020,1,7,658,645,13,959,952,7,"NK",75,"N920NK","DFW","ATL",93,731,6,45,2020-01-07 06:00:00,"DFW_ATL"
2020,1,7,818,825,-7,1102,1124,-22,"DL",589,"N362DN","DFW","ATL",86,731,8,25,2020-01-07 08:00:00,"DFW_ATL"
2020,1,7,820,820,0,1102,1120,-18,"WN",1921,"N491WN","DAL","ATL",86,721,8,20,2020-01-07 08:00:00,"DAL_ATL"
2020,1,7,951,956,-5,1233,1259,-26,"DL",417,"N343DN","DFW","ATL",87,731,9,56,2020-01-07 09:00:00,"DFW_ATL"
2020,1,7,1004,1005,-1,1251,1307,-16,"DL",391,"N998AT","DAL","ATL",91,721,10,5,2020-01-07 10:00:00,"DAL_ATL"
2020,1,7,1022,1020,2,1318,1325,-7,"AA",441,"N935AN","DFW","ATL",88,731,10,20,2020-01-07 10:00:00,"DFW_ATL"
2020,1,7,1054,1050,4,1341,1350,-9,"WN",465,"N8325D","DAL","ATL",90,721,10,50,2020-01-07 10:00:00,"DAL_ATL"
2020,1,7,1115,1121,-6,1404,1431,-27,"DL",802,"N383DZ","DFW","ATL",88,731,11,21,2020-01-07 11:00:00,"DFW_ATL"
2020,1,7,1253,1234,19,1552,1544,8,"AA",580,"N995NN","DFW","ATL",88,731,12,34,2020-01-07 12:00:00,"DFW_ATL"
2020,1,7,1303,1308,-5,1546,1608,-22,"DL",503,"N339NW","DAL","ATL",87,721,13,8,2020-01-07 13:00:00,"DAL_ATL"
2020,1,7,1341,1325,16,1631,1626,5,"DL",775,"N342DN","DFW","ATL",88,731,13,25,2020-01-07 13:00:00,"DFW_ATL"
2020,1,7,1353,1355,-2,1635,1655,-20,"WN",444,"N8630B","DAL","ATL",87,721,13,55,2020-01-07 13:00:00,"DAL_ATL"
2020,1,7,1516,1510,6,1801,1812,-11,"DL",382,"N345DN","DFW","ATL",89,731,15,10,2020-01-07 15:00:00,"DFW_ATL"
2020,1,7,1547,1555,-8,1832,1900,-28,"DL",701,"N924AT","DAL","ATL",87,721,15,55,2020-01-07 15:00:00,"DAL_ATL"
2020,1,7,1704,1659,5,2007,2007,0,"AA",850,"N961NN","DFW","ATL",93,731,16,59,2020-01-07 16:00:00,"DFW_ATL"
2020,1,7,1719,1724,-5,2020,2029,-9,"DL",26,"N353DN","DFW","ATL",94,731,17,24,2020-01-07 17:00:00,"DFW_ATL"
2020,1,7,1740,1745,-5,2037,2045,-8,"WN",691,"N554WN","DAL","ATL",90,721,17,45,2020-01-07 17:00:00,"DAL_ATL"
2020,1,7,1839,1840,-1,2131,2144,-13,"DL",867,"N974AT","DAL","ATL",92,721,18,40,2020-01-07 18:00:00,"DAL_ATL"
2020,1,7,1851,1852,-1,2147,2159,-12,"AA",705,"N945AN","DFW","ATL",92,731,18,52,2020-01-07 18:00:00,"DFW_ATL"
2020,1,7,1926,1930,-4,2217,2235,-18,"DL",642,"N334DN","DFW","ATL",90,731,19,30,2020-01-07 19:00:00,"DFW_ATL"
2020,1,7,2044,2049,-5,2339,2357,-18,"AA",1001,"N990AU","DFW","ATL",92,731,20,49,2020-01-07 20:00:00,"DFW_ATL"
2020,1,7,2107,2115,-8,2345,10,-25,"WN",531,"N719SW","DAL","ATL",87,721,21,15,2020-01-07 21:00:00,"DAL_ATL"
2020,1,8,540,545,-5,838,848,-10,"DL",660,"N371DN","DFW","ATL",96,731,5,45,2020-01-08 05:00:00,"DFW_ATL"
2020,1,8,601,600,1,853,900,-7,"WN",438,"N8533S","DAL","ATL",92,721,6,0,2020-01-08 06:00:00,"DAL_ATL"
